The New Yorker,http://www.newyorker.com/,newyorker,newyorker-icon.png,newyorker-icon.png
The New York Times,http://www.nytimes.com/,nytimes,nytimes-icon.png,nytimes-icon.png
Wired,https://www.wired.com/,wired,wired-icon.png,wired-icon.png
RNZ,http://www.radionz.co.nz/news,radionz,radionz-icon.png,radionz-icon.png
The Economist,http://economist.com/,economist,economist-icon.png,economist-icon.png
NPR,http://www.npr.org/sections/news/,npr,npr-icon.png,npr-icon.png
ProPublica,https://www.propublica.org/,propublica,propublica-icon.png,propublica-icon.png
